data_set_uuid;data_set_id;investigation_id;study_id;assay_id;node_id;file_uuid;type;subtype;value;value_source;value_accession
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;;12354;;Sample Name;time point;25;UO;http://purl.obolibrary.org/obo/UO_0000033
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;115;12429;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;;12322;;Sample Name;time point;8;UO;http://purl.obolibrary.org/obo/UO_0000033
c8d26cec-214b-4e89-a22d-625ac43a838b;34;215;217;;11794;;Source Name;organism;Danio rerio;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_7955
6fa0a994-f33e-4410-a61c-1dfac06947c0;33;216;218;;11795;;Source Name;organism;Danio rerio;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_7955
c8d26cec-214b-4e89-a22d-625ac43a838b;34;215;217;;11794;;Source Name;organism part;Embryo;FMA;http://sig.uw.edu/fma#Embryo
6fa0a994-f33e-4410-a61c-1dfac06947c0;33;216;218;;11795;;Source Name;organism part;Embryo;FMA;http://sig.uw.edu/fma#Embryo
c8d26cec-214b-4e89-a22d-625ac43a838b;34;215;217;;11794;;Source Name;development stage;Embryo;FMA;http://sig.uw.edu/fma#Embryo
6fa0a994-f33e-4410-a61c-1dfac06947c0;33;216;218;;11795;;Source Name;development stage;Embryo;FMA;http://sig.uw.edu/fma#Embryo
c8d26cec-214b-4e89-a22d-625ac43a838b;34;215;217;108;11866;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12513;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12513;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12513;;Source Name;organism part;Blastocyst;FMA;http://sig.uw.edu/fma#Blastocyst
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12513;;Source Name;passages;Late;UO;NULL
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12518;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12518;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12518;;Source Name;organism part;Blastocyst;FMA;http://sig.uw.edu/fma#Blastocyst
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;;12518;;Source Name;passages;Late;UO;NULL
5732c624-847b-4ed8-8409-6117aa3fd174;83;219;220;110;11877;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;;12298;;Sample Name;time point;6;UO;http://purl.obolibrary.org/obo/UO_0000033
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;;12303;;Sample Name;time point;6;UO;http://purl.obolibrary.org/obo/UO_0000033
195ec11c-d000-4ead-b1cd-e4d2c7bc2596;91;225;231;;12328;;Sample Name;time point;8;UO;http://purl.obolibrary.org/obo/UO_0000033
c09ed0b1-aa69-495d-97dc-d07f5ed20ba1;36;221;222;111;11989;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;117;12742;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
2eac57bd-c78f-4154-92b8-3c89c12275a1;96;235;236;118;12893;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
9fe4e913-0254-4e91-b5d3-62517138da3c;90;233;234;117;13070;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16845;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16849;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
2eac57bd-c78f-4154-92b8-3c89c12275a1;96;235;236;118;13164;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16856;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
25999b2b-921a-46e8-9ca9-e265070edda8;137;365;366;;21524;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16084;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
ad6a517e-1feb-4f78-9d25-b2a626392148;88;239;240;;13432;;Sample Name;cell type;Myoblast;CL;http://purl.obolibrary.org/obo/CL_0000056
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13680;;Sample Name;cell type;Granulocyte macrophage progenitor cell (GMP);CL;http://purl.obolibrary.org/obo/CL_0000557
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13690;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13690;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13690;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13690;;Source Name;disease state;Acute Myelogenous Leukemia (AML);NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;;13680;;Sample Name;cell type;Granulocyte macrophage progenitor cell (GMP);CL;http://purl.obolibrary.org/obo/CL_0000557
fc26be37-8286-4479-89c3-ef508aab2a3e;46;243;244;122;13757;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
7bdd44a6-9589-40bb-8db8-9ecfc9eeee18;93;247;248;124;13908;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16116;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16128;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16128;;Source Name;organism part;Fetus;FMA;http://sig.uw.edu/fma#Fetus
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16128;;Source Name;age;4;UO;http://purl.obolibrary.org/obo/UO_0000033
9a922cf6-b44b-4510-9162-078d0fa38238;97;253;254;;14113;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
9a922cf6-b44b-4510-9162-078d0fa38238;97;253;254;;14113;;Source Name;strain;129/Sv;EFO;http://www.ebi.ac.uk/efo/EFO_0000599
9a922cf6-b44b-4510-9162-078d0fa38238;97;253;254;;14113;;Source Name;organism part;Brain;FMA;http://sig.uw.edu/fma#Brain
9a922cf6-b44b-4510-9162-078d0fa38238;97;253;254;127;14135;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;;14209;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;;14209;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;;14209;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16148;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;;14276;;Sample Name;cell type;Long-term hematopoietic stem cell (LT-HSC);CL;http://purl.obolibrary.org/obo/CL_0002034
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16192;;Sample Name;cell type;Stem cells;CL;http://purl.obolibrary.org/obo/CL_0000034
a65852e7-8685-4e9b-8873-ae9ebb8af2f3;19;257;258;;14304;;Sample Name;cell type;Fibroblast;CL;http://purl.obolibrary.org/obo/CL_0000057
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16219;;Sample Name;cell type;Stem cells;CL;http://purl.obolibrary.org/obo/CL_0000034
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16229;;Sample Name;cell type;Stem cells;CL;http://purl.obolibrary.org/obo/CL_0000034
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;128;14361;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;128;14507;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;128;14519;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
1fd4235d-b799-4455-a078-776b0c42ddc4;20;259;260;;14531;;Sample Name;treatment compound;Retinoic acid;CHEBI;http://purl.obolibrary.org/obo/CHEBI_26536
aa30ab10-53c4-45b7-8ce9-c23df8d4ddf0;107;287;288;144;16297;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
c1d2c888-066a-40bb-b995-87c963594cd6;104;255;256;128;14700;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
3410adef-0b6d-4649-b589-97f38a497520;23;265;266;;14789;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
3410adef-0b6d-4649-b589-97f38a497520;23;265;266;;14789;;Source Name;organism part;Muscle;FMA;http://sig.uw.edu/fma#Muscle
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;;14791;;Sample Name;cell type;Bone marrow stromal cell;CL;http://purl.obolibrary.org/obo/CL_0000499
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;;14846;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;;14846;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;;14846;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;;14848;;Sample Name;cell type;Bone marrow stromal cell;CL;http://purl.obolibrary.org/obo/CL_0000499
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16192;;Sample Name;organism part;Dermis;FMA;http://sig.uw.edu/fma#Dermis
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16219;;Sample Name;organism part;Brain;FMA;http://sig.uw.edu/fma#Brain
be64035f-a768-49df-8b61-46d4755b560e;108;285;286;;16229;;Sample Name;organism part;Brain;FMA;http://sig.uw.edu/fma#Brain
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;142;16336;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;142;16350;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;142;16411;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16116;;Sample Name;time point;'';UO;NULL
724b4086-0fb8-4833-8d99-46ca559525bb;100;263;264;132;15001;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
90a313d1-a1d3-4aaf-a175-c66aef00d685;101;269;270;;15141;;Source Name;organism;Rattus norvegicus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10116
90a313d1-a1d3-4aaf-a175-c66aef00d685;101;269;270;;15141;;Source Name;strain;Wistar;EFO;http://www.ebi.ac.uk/efo/EFO_0001342
90a313d1-a1d3-4aaf-a175-c66aef00d685;101;269;270;;15141;;Source Name;organism part;Calvaria;FMA;http://sig.uw.edu/fma#Calvaria
90a313d1-a1d3-4aaf-a175-c66aef00d685;101;269;270;;15141;;Source Name;age;21;UO;http://purl.obolibrary.org/obo/UO_0000033
e9b02130-f628-4af8-a58c-f8240aaa6e3f;99;271;272;136;15341;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
15961ad2-d180-4c30-a141-f272358a7526;103;273;274;;15501;;Sample Name;cell type;Mast cell;CL;http://purl.obolibrary.org/obo/CL_0000097
15961ad2-d180-4c30-a141-f272358a7526;103;273;274;;15503;;Sample Name;cell type;Mast cell;CL;http://purl.obolibrary.org/obo/CL_0000097
15961ad2-d180-4c30-a141-f272358a7526;103;273;274;;15503;;Sample Name;time point;57-110;UO;http://purl.obolibrary.org/obo/UO_0000033
15961ad2-d180-4c30-a141-f272358a7526;103;273;274;;15501;;Sample Name;time point;57-110;UO;http://purl.obolibrary.org/obo/UO_0000033
3b0b9d8b-2b46-4917-a19e-d3c2ee198280;102;275;276;138;15625;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;;15696;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;;15701;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;;15701;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;;15701;;Source Name;development stage;Adult;EFO;http://www.ebi.ac.uk/efo/EFO_0001272
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;;15704;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;139;15725;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
5b78970c-3651-4961-b969-3f46a9b8618f;105;277;278;139;15775;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;142;16693;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16148;;Sample Name;time point;'';UO;NULL
f3f4cc71-d08c-4e1e-853d-5ebc03edd4de;118;283;284;;16084;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16884;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16884;;Source Name;strain;129/Sv;EFO;http://www.ebi.ac.uk/efo/EFO_0000599
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16884;;Source Name;organism part;Fetus;FMA;http://sig.uw.edu/fma#Fetus
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16884;;Source Name;age;36;UO;http://purl.obolibrary.org/obo/UO_0000032
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16916;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16934;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
e6cd00f8-42e5-4b30-8152-ae805931150e;131;349;350;175;20556;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16961;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16964;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16934;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16934;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16961;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16961;;Sample Name;time point;'';UO;NULL
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;;17062;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;;17062;;Source Name;strain;129/Sv;EFO;http://www.ebi.ac.uk/efo/EFO_0000599
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;;17062;;Source Name;organism part;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;;17062;;Source Name;time course;5;UO;http://purl.obolibrary.org/obo/UO_0000033
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;147;17135;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
979e892b-196d-43a7-a56e-58eb33916bc4;111;293;294;147;17200;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16964;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16964;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;146;17184;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;146;17282;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
e4f7bf94-3103-4980-ab2b-58cbd09f0b6c;133;351;352;;20550;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16856;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16856;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;146;17413;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16916;;Sample Name;cell type;Embryoid body;BTO;http://purl.org/obo/owl/BTO#BTO_0001718
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16916;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;146;17518;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16849;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16849;;Sample Name;time point;'';UO;NULL
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16845;;Sample Name;cell type;Embryonic stem cell (ESC);CL;http://purl.obolibrary.org/obo/CL_0002322
56cd0366-089a-4c3b-991f-23715dd90d2d;49;291;292;;16845;;Sample Name;time point;'';UO;NULL
3beeb1e5-0f5e-4552-91be-09637810050f;113;299;300;;17686;;Sample Name;cell type;Hematopoietic stem cell (HSC);CL;http://purl.obolibrary.org/obo/CL_0000037
6e0c0181-966d-4f03-b8a9-87126f2c89b2;112;301;302;;17783;;Sample Name;cell type;Muscle stem cell;CL;http://purl.obolibrary.org/obo/CL_0000355
6e0c0181-966d-4f03-b8a9-87126f2c89b2;112;301;302;151;17787;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
f34ab7f7-a688-4159-aee1-54727dc50982;115;305;306;153;17986;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
83561637-9174-4d74-9606-5d731f26c8c9;117;309;310;155;18226;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
82eb14de-9bef-4563-8941-1623cb243562;152;426;429;;32511;;Sample Name;cell type;Hematopoetic cells;CL;http://purl.obolibrary.org/obo/CL_0000988
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18368;;Sample Name;cell type;Hematopoetic cells;CL;http://purl.obolibrary.org/obo/CL_0000988
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18370;;Sample Name;cell type;Hematopoetic cells;CL;http://purl.obolibrary.org/obo/CL_0000988
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18375;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18375;;Source Name;organism part;Umbilical cord blood;BTO;http://purl.org/obo/owl/BTO#BTO_0004053
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18388;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18388;;Source Name;organism part;Umbilical cord blood;BTO;http://purl.org/obo/owl/BTO#BTO_0004053
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18401;;Source Name;organism;Homo sapiens;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_9606
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;;18401;;Source Name;organism part;Umbilical cord blood;BTO;http://purl.org/obo/owl/BTO#BTO_0004053
ef07077c-fa92-4bbb-a713-e5aab53bcb90;120;311;312;156;18517;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ac105bec-3af4-445a-8fbf-2a606a8b4f36;123;317;318;;18830;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
ac105bec-3af4-445a-8fbf-2a606a8b4f36;123;317;318;;18830;;Source Name;organism part;Embryo;FMA;http://sig.uw.edu/fma#Embryo
ac105bec-3af4-445a-8fbf-2a606a8b4f36;123;317;318;;18830;;Source Name;time course;2;UO;http://purl.obolibrary.org/obo/UO_0000033
205082e6-29b2-44d7-ba49-b55370d1dd96;124;319;320;;18874;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
205082e6-29b2-44d7-ba49-b55370d1dd96;124;319;320;;18874;;Source Name;strain;C57BL/6;NCIT;http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14424
205082e6-29b2-44d7-ba49-b55370d1dd96;124;319;320;;18874;;Source Name;organism part;Bone marrow;FMA;http://sig.uw.edu/fma#Bone_marrow
205082e6-29b2-44d7-ba49-b55370d1dd96;124;319;320;;18895;;Sample Name;cell type;Bone marrow cells;CL;http://purl.obolibrary.org/obo/CL_0002092
ac105bec-3af4-445a-8fbf-2a606a8b4f36;123;317;318;159;18867;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
ac105bec-3af4-445a-8fbf-2a606a8b4f36;123;317;318;;18824;;Sample Name;time point;1;UO;http://purl.obolibrary.org/obo/UO_0000033
58aeec45-dbf2-4392-b1f6-d7c79e757833;121;321;322;161;19067;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
58aeec45-dbf2-4392-b1f6-d7c79e757833;121;321;322;161;19095;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
fc5fa0b0-adbd-414f-b45e-c0f9ca43b095;135;355;356;178;20898;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
fc5fa0b0-adbd-414f-b45e-c0f9ca43b095;135;355;356;178;20981;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
fc5fa0b0-adbd-414f-b45e-c0f9ca43b095;135;355;356;178;21000;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
205082e6-29b2-44d7-ba49-b55370d1dd96;124;319;320;;18895;;Sample Name;cell type;Bone marrow cells;CL;http://purl.obolibrary.org/obo/CL_0002092
bd58c494-7e37-457e-ac4b-064208eca78b;122;323;324;;19180;;Sample Name;cell type;Osteoblast;CL;http://purl.obolibrary.org/obo/CL_0000062
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;367;368;;21882;;Source Name;organism;Mus musculus;NCBITAXON;http://purl.obolibrary.org/obo/NCBITaxon_10090
b5610c50-9c5c-4abf-939b-4a34c68c306e;140;367;368;;21882;;Source Name;organism part;Extra-embryonic structure;FMA;http://sig.uw.edu/fma#Extra-embryonic_structure
bb77ce10-01ad-4f66-8a57-e00c10af1bda;125;327;328;;19478;;Sample Name;cell type;Megakaryocyte-erythroid progenitor (MEP);CL;http://purl.obolibrary.org/obo/CL_0000050
bb77ce10-01ad-4f66-8a57-e00c10af1bda;125;327;328;;19478;;Sample Name;cell type;Megakaryocyte-erythroid progenitor (MEP);CL;http://purl.obolibrary.org/obo/CL_0000050
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;333;334;;19678;;Sample Name;time point;15;UO;http://purl.obolibrary.org/obo/UO_0000033
c6d8f97e-6eae-45bd-8045-1297a0d59326;39;333;334;167;19718;;Labeled Extract Name;;biotin;CHEBI;http://purl.obolibrary.org/obo/CHEBI_15956
